id,full_name,owner,name,html_url,description,created_at,pushed_at,stars,forks,watchers,open_issues,primary_language,size,license,age_days,stars_per_day,fork_star_ratio,issue_star_ratio,category
1349601607,XiaoDuoYa/codex-with-chatgpt,XiaoDuoYa,codex-with-chatgpt,https://github.com/XiaoDuoYa/codex-with-chatgpt,ChatGPT thinks. Codex works. Use ChatGPT as the planning brain while keeping the Codex harness.,2026-08-28 12:57:24+00:00,2026-09-09 13:51:34+00:00,3892,403,3892,19,TypeScript,102,MIT,12,324.3333333333333,0.1035457348406988,0.0048818088386433,AI/ML
1334245678,xiaobright/dsh-anchored-standard,xiaobright,dsh-anchored-standard,https://github.com/xiaobright/dsh-anchored-standard,"Two-phase DeepSeek Harness preset: Minimal-aligned bootstrap, then full Standard tools (Project2 98/99)",2026-08-14 14:06:39+00:00,2026-09-10 05:00:13+00:00,3817,120,3817,18,JavaScript,538,NOASSERTION,26,146.80769230769232,0.031438302331674,0.0047157453497511,Other
1348483831,crmne/fastpotify,crmne,fastpotify,https://github.com/crmne/fastpotify,"Spotify, native and fast. One lightweight Rust app for your whole library, local playback, and Spotify Connect on Linux, macOS, and Windows.",2026-08-27 12:46:32+00:00,2026-09-09 15:57:34+00:00,3744,168,3744,62,Rust,21363,MIT,13,288.0,0.0448717948717948,0.016559829059829,Other
1337955304,wang2122/sprix-sage-router,wang2122,sprix-sage-router,https://github.com/wang2122/sprix-sage-router,Sprix AI at 屿智同行 — state-aware SELF/COLLABORATE/HANDOFF routing for A2A agent networks.,2026-08-18 04:08:11+00:00,2026-08-28 09:12:08+00:00,3599,422,3599,1,Python,350,MIT,22,163.5909090909091,0.117254792998055,0.000277854959711,AI/ML
1333807290,dsh-market/dsh-market,dsh-market,dsh-market,https://github.com/dsh-market/dsh-market,"The plugin market inside DeepSeek Harness — browse, search, one-click install · DSH 可视化插件市场",2026-08-14 04:58:15+00:00,2026-09-09 03:22:22+00:00,3565,189,3565,57,TypeScript,15318,MIT,26,137.1153846153846,0.0530154277699859,0.0159887798036465,Other
1336933337,yetone/cumora,yetone,cumora,https://github.com/yetone/cumora,Where agent teams gather. Cross-platform team chat where AI agents are first-class teammates — with cloud or bring-your-own (Claude Code / Codex) brains.,2026-08-17 09:13:52+00:00,2026-09-10 09:31:45+00:00,3543,452,3543,11,TypeScript,27958,MIT,23,154.04347826086956,0.1275755009878633,0.0031047135196161,AI/ML
1344208527,b-nnett/grok-bot-0.18-reconstructed,b-nnett,grok-bot-0.18-reconstructed,https://github.com/b-nnett/grok-bot-0.18-reconstructed,Unofficial source-oriented reconstruction and extension of Grok Bot 0.18.0 for macOS,2026-08-23 20:53:01+00:00,2026-08-23 20:53:35+00:00,3498,3601,3498,14,TypeScript,5559,,17,205.76470588235293,1.0294453973699256,0.0040022870211549,Other
1339742577,amagine-ai/Amagine3D,amagine-ai,Amagine3D,https://github.com/amagine-ai/Amagine3D,Amagine3D: From hardware requirements to editable 3D designs,2026-08-19 15:31:34+00:00,2026-09-10 00:39:15+00:00,3395,106,3395,2,Python,6896,Apache-2.0,21,161.66666666666666,0.0312223858615611,0.0005891016200294,Other
1350984217,rakanki911/DLSS5-Swapper,rakanki911,DLSS5-Swapper,https://github.com/rakanki911/DLSS5-Swapper,"DLSS 5 Swapper is a powerful, easy-to-use tool for installing, managing, and restoring DLSS 5 across games and supported emulators. It features automatic game detection, optional drive scanning, DLSS5-Feeder for compatible titles without native DLSS, emulator support, and compatibility with DirectX 9/10/11/12, Vulkan, and OpenGL.",2026-08-29 23:51:32+00:00,2026-09-09 21:30:11+00:00,3365,170,3365,60,JavaScript,33600,MIT,11,305.90909090909093,0.050520059435364,0.0178306092124814,Game
1357699236,ashemag/human-atlas,ashemag,human-atlas,https://github.com/ashemag/human-atlas,"Open-source 3D anatomy explorer: 2,234 selectable BodyParts3D meshes, system layers, search, and exploded views.",2026-09-05 00:24:43+00:00,2026-09-06 23:35:06+00:00,2990,724,2990,29,TypeScript,104115,MIT,4,747.5,0.2421404682274247,0.0096989966555183,Other
1339161831,yanliudesign/mono-color-skill,yanliudesign,mono-color-skill,https://github.com/yanliudesign/mono-color-skill,"One-ink editorial print image skill — warm paper, halftone photography, active negative space, and restrained typography.",2026-08-19 06:07:45+00:00,2026-09-02 18:49:42+00:00,2985,77,2985,6,Python,73967,MIT,21,142.14285714285714,0.0257956448911222,0.0020100502512562,Other
1332959628,cordiverse/paper,cordiverse,paper,https://github.com/cordiverse/paper,A Programming Paradigm for Spatiotemporal Composability,2026-08-13 09:53:33+00:00,2026-08-28 16:59:30+00:00,2973,140,2973,0,Unknown,1817,,27,110.11111111111111,0.0470904809956273,0.0,Other
1333111893,ccch1mneyyy/dsh-TUI,ccch1mneyyy,dsh-TUI,https://github.com/ccch1mneyyy/dsh-TUI,"DSH 官方公众号收录的 TUI 补位插件：Claude Code 风，鲸鱼顶栏/实时状态/流式思考/双击 Esc 回滚/上下文进度+TPS。npm 一键装。  DSH official WeChat featured TUI plugin — Claude Code style: whale bar, live status, streaming thoughts, double-Esc rollback, context bar + TPS. npm one-click.",2026-08-13 12:49:31+00:00,2026-09-10 11:04:39+00:00,2926,173,2926,112,TypeScript,19785,MIT,27,108.37037037037037,0.0591250854408749,0.0382775119617224,AI/ML
1334897143,EvoMap/AutoResearch,EvoMap,AutoResearch,https://github.com/EvoMap/AutoResearch,AI/ML research agents from idea to paper-ready evidence. An EvoMap open-source project.,2026-08-15 07:48:42+00:00,2026-09-10 08:34:26+00:00,2879,188,2879,0,Python,779,Apache-2.0,25,115.16,0.0653004515456755,0.0,AI/ML
1330702515,vercel-labs/fx,vercel-labs,fx,https://github.com/vercel-labs/fx,Unix like coding agent,2026-08-11 08:57:04+00:00,2026-09-10 02:27:57+00:00,2849,325,2849,210,Zig,38828,Apache-2.0,29,98.24137931034484,0.114075114075114,0.0737100737100737,AI/ML
1353548665,anthropics/commerce-agents,anthropics,commerce-agents,https://github.com/anthropics/commerce-agents,"Reference blueprint for building shopping and merchant agents with Claude. Examples in retail, commerce, telecom, and entertainment included.",2026-09-01 12:30:12+00:00,2026-09-01 20:41:14+00:00,2648,481,2648,24,Python,1464,Apache-2.0,8,331.0,0.1816465256797583,0.0090634441087613,AI/ML
1349253750,Nanako0129/sepia,Nanako0129,sepia,https://github.com/Nanako0129/sepia,"De-AI writing skill for any Agent Skills-compatible agent (77+ via the Skills CLI), with native plugins for Claude Code, Codex, Grok Build, and Antigravity. Narrative-architecture repair for fiction, venue-matched rules for professional prose. Based on StoryScope (arXiv:2604.03136).",2026-08-28 05:56:49+00:00,2026-09-10 06:16:00+00:00,2512,160,2512,2,Python,405,MIT,12,209.33333333333331,0.0636942675159235,0.000796178343949,AI/ML
1342461518,ApodexAI/FrontierAgent,ApodexAI,FrontierAgent,https://github.com/ApodexAI/FrontierAgent,"🧩 FrontierAgent, our agent framework, open-sourced alongside it — native command-line TUI, ReAct and Agent Team modes, one command on macOS and Linux, no preinstall, no hard Docker dependency.",2026-08-22 05:07:35+00:00,2026-09-10 04:40:26+00:00,2488,172,2488,12,Python,6350,Apache-2.0,18,138.22222222222223,0.0691318327974276,0.0048231511254019,AI/ML
1331261687,milind-soni/OpenMausBot,milind-soni,OpenMausBot,https://github.com/milind-soni/OpenMausBot,Open Source Alternative to Grok Bot with a virtual machine that bots can use,2026-08-11 18:58:55+00:00,2026-09-10 07:06:35+00:00,2478,440,2478,164,TypeScript,97202,Apache-2.0,29,85.44827586206897,0.1775625504439063,0.066182405165456,Other
1344273611,tobi/walgit,tobi,walgit,https://github.com/tobi/walgit,,2026-08-23 22:28:01+00:00,2026-09-05 20:55:43+00:00,2469,142,2469,24,Rust,644,MIT,17,145.23529411764707,0.0575131632239773,0.0097205346294046,Other
1349507889,Player-YN/PawWork_ZhuaZhua,Player-YN,PawWork_ZhuaZhua,https://github.com/Player-YN/PawWork_ZhuaZhua,"Paw Work - selection-first web agent for Chrome: select on the live page, describe the outcome, take away an editable office file. BYOK, sandboxed, no server.",2026-08-28 10:56:56+00:00,2026-09-09 16:19:58+00:00,2453,7,2453,0,JavaScript,18008,MIT,12,204.41666666666663,0.0028536485935589,0.0,AI/ML
1356159928,Albert-Weasker/niubigeo,Albert-Weasker,niubigeo,https://github.com/Albert-Weasker/niubigeo,Open-source AI brand visibility and competitor reports. Official website: https://niubigeo.ai/ | Paid services: AI testing by real people and GEO optimization. Pricing: https://niubigeo.ai/pricing,2026-09-03 15:55:54+00:00,2026-09-09 09:54:11+00:00,2276,86,2276,11,TypeScript,33743,Apache-2.0,6,379.3333333333333,0.0377855887521968,0.0048330404217926,AI/ML
1342930695,nateherkai/scroll-craft,nateherkai,scroll-craft,https://github.com/nateherkai/scroll-craft,"An agent skill for building premium, immersive, scroll-driven websites. Works with Codex, Claude Code, and other coding agents. Also available as a Claude Code plugin.",2026-08-22 15:25:08+00:00,2026-09-04 23:33:30+00:00,2271,341,2271,6,JavaScript,10221,MIT,18,126.16666666666669,0.150154117129018,0.0026420079260237,AI/ML
1332781509,elie222/rakazo,elie222,rakazo,https://github.com/elie222/rakazo,Open-source Grok Bot alternative. Choose your own model and sandbox.,2026-08-13 06:28:56+00:00,2026-09-10 06:15:03+00:00,2210,378,2210,12,TypeScript,26754,Apache-2.0,27,81.85185185185185,0.1710407239819004,0.0054298642533936,AI/ML
1357272370,Rion-Wu-tech/wechat-intelligence-hub,Rion-Wu-tech,wechat-intelligence-hub,https://github.com/Rion-Wu-tech/wechat-intelligence-hub,"Local-first WeChat intelligence system with a read-only CLI, Codex skills, searchable chat history, daily briefings, follow-ups and opportunity tracking.",2026-09-04 15:00:53+00:00,2026-09-07 18:10:18+00:00,2050,2555,2050,3,Python,1529,AGPL-3.0,5,410.0,1.246341463414634,0.0014634146341463,AI/ML
1337920628,MeteorNOX/DeepSeek-Balance-Whale-Widget,MeteorNOX,DeepSeek-Balance-Whale-Widget,https://github.com/MeteorNOX/DeepSeek-Balance-Whale-Widget,DeepSeek Harness（DSH）一只住在 DSH 界面右下角的小鲸鱼娘，帮你盯着DeepSeek账户余额。QQ弹弹，支持拖拽吸附、左吸附翻转、数字滚动动画，随界面自动启用，建议直接喊来你的dsh安装,2026-08-18 03:13:51+00:00,2026-08-24 17:14:19+00:00,2034,79,2034,41,JavaScript,14378,MIT,22,92.45454545454544,0.0388397246804326,0.0201573254670599,CLI/Tooling
1333170396,xoreaxeaxeax/skitter-creek-bath-salts,xoreaxeaxeax,skitter-creek-bath-salts,https://github.com/xoreaxeaxeax/skitter-creek-bath-salts,Unlocking _everything_ on the CPU with DRAM scrambling,2026-08-13 13:50:42+00:00,2026-08-13 16:59:41+00:00,2006,157,2006,6,C,3855,MIT,27,74.29629629629629,0.0782652043868394,0.0029910269192422,Other
1344939825,kacperkapusciak/goldie,kacperkapusciak,goldie,https://github.com/kacperkapusciak/goldie,✨ agentic app store previews and screenshots,2026-08-24 12:36:59+00:00,2026-09-02 13:56:08+00:00,1987,169,1987,4,TypeScript,18447,NOASSERTION,16,124.1875,0.0850528434826371,0.0020130850528434,Other
1333123776,Small-tailqwq/dsh-deep-whale,Small-tailqwq,dsh-deep-whale,https://github.com/Small-tailqwq/dsh-deep-whale,Whale Girl skin series for DeepSeek Harness. 适用于 DeepSeek Harness 的，鲸鱼娘系列皮肤。,2026-08-13 13:02:14+00:00,2026-09-10 08:16:00+00:00,1985,57,1985,12,TypeScript,139763,NOASSERTION,27,73.51851851851852,0.0287153652392947,0.0060453400503778,Other
1342886503,duty1g/x64dbg-mcp-server,duty1g,x64dbg-mcp-server,https://github.com/duty1g/x64dbg-mcp-server,"x64dbg-MCP Server is a native MCP (Model Context Protocol) plugin for x64dbg that exposes the debugger's full functionality over HTTP. Connect any MCP-compatible AI assistant and control x64dbg programmatically: set breakpoints, step through code, read memory, dump registers, and more.  Built with Zig — zero dependencies, single-binary output, cros",2026-08-22 14:28:41+00:00,2026-09-02 20:34:21+00:00,1926,193,1926,0,Zig,1767,MIT,18,107.0,0.1002076843198338,0.0,AI/ML
1333718792,dsh-tauri-desk/deepseek-harness-desktop,dsh-tauri-desk,deepseek-harness-desktop,https://github.com/dsh-tauri-desk/deepseek-harness-desktop,"DeepSeek Harness Tauri 桌面版 | Only 5mb installer, zero environment setup, preset plugins, Windows / macOS / Linux.",2026-08-14 02:36:29+00:00,2026-09-10 05:01:47+00:00,1869,126,1869,27,Rust,18439,MIT,26,71.88461538461539,0.0674157303370786,0.0144462279293739,Other
1331079127,lennney/stop-that-shit,lennney,stop-that-shit,https://github.com/lennney/stop-that-shit,"Stop That Shit（别再造史了）｜面向 Codex/GPT 场景的多平台 Hook + Skill Guard：拦截 AI coding agent 无需求的哈希、校验和与任务范围膨胀。 A multi-platform Hook + Skill Guard for AI coding agents in Codex/GPT workflows: stop unrequested hashes, checksums, and task-scope creep.",2026-08-11 15:31:45+00:00,2026-09-07 06:37:59+00:00,1863,46,1863,6,JavaScript,352,MIT,29,64.24137931034483,0.0246913580246913,0.003220611916264,AI/ML
1344252356,omacom/try-omarchy,omacom,try-omarchy,https://github.com/omacom/try-omarchy,Run Omarchy on MacOS without any setup.,2026-08-23 21:55:30+00:00,2026-09-09 16:35:00+00:00,1849,91,1849,30,Swift,5202,MIT,17,108.76470588235294,0.049215792320173,0.0162249864791779,Mobile
1332893475,diudiu-tech/delivery-harness,diudiu-tech,delivery-harness,https://github.com/diudiu-tech/delivery-harness,AI harness reference implementation for on-demand delivery workflows,2026-08-13 08:38:58+00:00,2026-09-10 09:54:51+00:00,1769,59,1769,10,Java,341,MIT,27,65.51851851851852,0.0333521763708309,0.0056529112492933,AI/ML
1345185947,amosblomqvist/learn,amosblomqvist,learn,https://github.com/amosblomqvist/learn,My AI learning system.,2026-08-24 16:45:07+00:00,2026-08-25 21:49:59+00:00,1721,172,1721,8,TypeScript,277,,16,107.5625,0.0999418942475305,0.0046484601975595,AI/ML
1338435811,vvxw/deploy-vercel,vvxw,deploy-vercel,https://github.com/vvxw/deploy-vercel,Install Command：npm install,2026-08-18 13:25:45+00:00,2026-08-18 13:33:29+00:00,1693,351,1693,6,JavaScript,28,,22,76.95454545454545,0.2073242764323686,0.0035440047253396,Other
1342876750,totec448-spec/chat-on-steroids,totec448-spec,chat-on-steroids,https://github.com/totec448-spec/chat-on-steroids,"Cross-platform local MCP capabilities for ChatGPT with Chrome integration, Goal, Compact & Resume, and durable multi-agent workflows.",2026-08-22 14:16:24+00:00,2026-09-09 20:18:49+00:00,1689,231,1689,30,TypeScript,7124,MIT,18,93.83333333333331,0.1367673179396092,0.0177619893428063,AI/ML
1333884889,ZSvirt/zsvirt,ZSvirt,zsvirt,https://github.com/ZSvirt/zsvirt,Core IaaS engine and cloud infrastructure foundation of ZSvirt,2026-08-14 06:47:26+00:00,2026-09-09 09:19:17+00:00,1658,304,1658,3,Java,83002,GPL-3.0,26,63.76923076923077,0.1833534378769601,0.0018094089264173,DevOps
1361260630,openai/NavierStokesAndEuler,openai,NavierStokesAndEuler,https://github.com/openai/NavierStokesAndEuler,Lean certificates accompanying Navier-Stokes and Euler results,2026-09-08 10:53:38+00:00,2026-09-08 11:00:49+00:00,1635,157,1635,0,Lean,7289,Apache-2.0,1,1635.0,0.0960244648318042,0.0,Other
1334373503,zouyuxuan122/DSH-Desktop-EAC,zouyuxuan122,DSH-Desktop-EAC,https://github.com/zouyuxuan122/DSH-Desktop-EAC,"DeepSeek Harness Desktop (dsh-desktop). EAC: Embracing All Creation (揽尽万象). Bundled Node.js runtime with full dsh-CLI kernel, one-click startup, 10 built-in UI themes.",2026-08-14 16:29:54+00:00,2026-09-10 06:46:24+00:00,1615,60,1615,14,JavaScript,272878,MIT,26,62.11538461538461,0.0371517027863777,0.0086687306501548,CLI/Tooling
1346499044,jub0t/Concat,jub0t,Concat,https://github.com/jub0t/Concat,Free & Open-Source CapCut replacement.,2026-08-25 18:34:47+00:00,2026-09-10 01:38:53+00:00,1557,144,1557,6,Rust,27132,AGPL-3.0,15,103.8,0.0924855491329479,0.0038535645472061,CLI/Tooling
1342432270,N4darae/anti-mage,N4darae,anti-mage,https://github.com/N4darae/anti-mage,For detecting anti-detect browsers and spoofed profiles through runtime coherence analysis.,2026-08-22 04:11:00+00:00,2026-09-09 16:24:35+00:00,1553,83,1553,1,Go,331,MIT,18,86.27777777777777,0.0534449452672247,0.0006439150032195,Other
1332073142,NanmiCoder/dsh-agent-teams,NanmiCoder,dsh-agent-teams,https://github.com/NanmiCoder/dsh-agent-teams,AgentTeams plugin for DeepSeek Harness,2026-08-12 13:41:50+00:00,2026-09-09 13:04:30+00:00,1501,130,1501,40,JavaScript,12271,MIT,28,53.60714285714285,0.0866089273817455,0.0266489007328447,Other
1330867309,shadcn-labs/pdfcn,shadcn-labs,pdfcn,https://github.com/shadcn-labs/pdfcn,"Beautiful pdf components, built on Takumi and Forme. 100% Free, Zero config, one command setup.",2026-08-11 11:55:41+00:00,2026-09-09 11:30:05+00:00,1475,67,1475,2,TypeScript,4565,MIT,29,50.86206896551724,0.0454237288135593,0.0013559322033898,Web
1345606017,Tencent/WeMM-Embedding,Tencent,WeMM-Embedding,https://github.com/Tencent/WeMM-Embedding,"WeMM-Embedding is a family of universal multimodal embedding models by the WeChat Vision Team at Tencent, supporting multimodal understanding and retrieval.",2026-08-25 02:46:10+00:00,2026-09-03 10:54:44+00:00,1456,100,1456,1,Python,1599,NOASSERTION,15,97.06666666666666,0.0686813186813186,0.0006868131868131,AI/ML
1346970181,wide-trace/open-higgsfield,wide-trace,open-higgsfield,https://github.com/wide-trace/open-higgsfield,"A studio for image and video generation — one prompt bar, each model’s own settings, and every finished run in one gallery.",2026-08-26 06:09:58+00:00,2026-09-02 17:42:39+00:00,1432,30,1432,1,TypeScript,473,,14,102.28571428571428,0.020949720670391,0.0006983240223463,Other
1352104394,shadcn-ui/cn,shadcn-ui,cn,https://github.com/shadcn-ui/cn,cn is a new engine for Tailwind class merging and conflict resolution. It replaces tailwind-merge and clsx. Same APIs. Full parity. And it is 30× faster.,2026-08-31 07:04:03+00:00,2026-09-07 09:08:03+00:00,1381,14,1381,9,TypeScript,1887,MIT,9,153.44444444444446,0.0101375814627081,0.0065170166545981,Web
1335104760,jeremy-prt/bloub,jeremy-prt,bloub,https://github.com/jeremy-prt/bloub,"SVG recreation of the x.ai bot avatar. One shape morphing through 14 states, measured off the reference video frame by frame.",2026-08-15 13:21:23+00:00,2026-08-17 19:18:48+00:00,1369,174,1369,5,TypeScript,1206,MIT,25,54.76,0.127100073046019,0.0036523009495982,Web
1349898907,cbrock84/headcount,cbrock84,headcount,https://github.com/cbrock84/headcount,"An agent organization for Claude Code, structured as a company — 15+ departments, 125+ skills, each independently installable.",2026-08-28 18:03:04+00:00,2026-09-03 02:54:33+00:00,1348,207,1348,1,Markdown,10405,MIT,12,112.33333333333331,0.1535608308605341,0.0007418397626112,AI/ML
1358295353,vinzdg/codenotch,vinzdg,codenotch,https://github.com/vinzdg/codenotch,"A macOS app that pins usage limits from Claude Code, Cursor, Codex, and Antigravity to a screen edge.",2026-09-05 14:55:35+00:00,2026-09-10 06:37:35+00:00,1329,210,1329,30,Swift,44256,MIT,4,332.25,0.1580135440180587,0.0225733634311512,AI/ML
1333961389,bowenliang123/dsh-context,bowenliang123,dsh-context,https://github.com/bowenliang123/dsh-context,"The best DeepSeek Harness plugin for context insight and management, with context dashboard / browser / sidebar and context command, for context statistics, composition, breakdown, evolution details, understanding how the context is made of, and how it evolves. 一站式 DeepSeek Harness 上下文可视化插件，Context 面板及浏览器和侧边栏与 Context 命令，透视上下文组成、演进、压缩、剪枝等事件与动作。",2026-08-14 08:23:28+00:00,2026-09-10 10:09:54+00:00,1322,36,1322,3,TypeScript,10322,Apache-2.0,26,50.84615384615385,0.0272314674735249,0.002269288956127,Data
1359610661,EverettFish/holo-card-studio,EverettFish,holo-card-studio,https://github.com/EverettFish/holo-card-studio,"Turn the user's description or uploaded reference into a finished, editable Blender card and an interactive Three.js page. Preserve the requested subject, style, typography and destination. This skill contains code and text only; generated artwork belongs in the user's output project.",2026-09-07 00:41:18+00:00,2026-09-10 03:21:38+00:00,1291,188,1291,2,Python,174,NOASSERTION,2,645.5,0.1456235476374903,0.0015491866769945,Other
1352493419,sebbbi/NoGraphicsAPI,sebbbi,NoGraphicsAPI,https://github.com/sebbbi/NoGraphicsAPI,"Minimal graphics API. Built on top of latest Vulkan extensions. As close as possibly to my ""No Graphics API"" blog post and the SIGGRAPH talk.",2026-08-31 14:14:12+00:00,2026-09-09 16:22:31+00:00,1280,36,1280,7,C++,425,MIT,9,142.22222222222223,0.028125,0.00546875,Web
1333742677,alchaincyf/deepseek-harness-orange-book,alchaincyf,deepseek-harness-orange-book,https://github.com/alchaincyf/deepseek-harness-orange-book,DeepSeek Harness橙皮书《从开机到拆开》：完整系统提示词、129行启动清单、三份原始会话日志——官方文档没有的一手实测。PDF/EPUB/HTML免费下载,2026-08-14 03:14:33+00:00,2026-08-23 14:18:16+00:00,1276,111,1276,6,HTML,42123,,26,49.07692307692308,0.0869905956112852,0.0047021943573667,Web
1334946608,syv-ai/qwen38-27b-rtx3090,syv-ai,qwen38-27b-rtx3090,https://github.com/syv-ai/qwen38-27b-rtx3090,"Qwen3.8-27B on a single RTX 3090 with vLLM: ~1,000 tok/s at 64 concurrent (int8 tensor-core GEMMs, fp16 DeltaNet state), ~114 tok/s single-user at default sampling / ~124 greedy (MTP drafts, own-output draft vocab, calibrated int4 lm_head, split-KV verify attention), 150k-262k context; patches, requant scripts, benchmarks",2026-08-15 09:10:56+00:00,2026-09-10 08:26:21+00:00,1255,175,1255,15,Python,24265,Apache-2.0,25,50.2,0.1394422310756972,0.0119521912350597,Other
1332823511,Appllama/appllama-skills,Appllama,appllama-skills,https://github.com/Appllama/appllama-skills,"A builder, not just a researcher. Agent skills that turn top-grossing app patterns into native-quality mobile screens.",2026-08-13 07:19:54+00:00,2026-09-06 09:01:39+00:00,1252,71,1252,0,Unknown,114,MIT,27,46.37037037037037,0.0567092651757188,0.0,AI/ML
